Date,Day,Month,Year,Time,City,County,Reporter_Occupation,Sighting,Sighting_Tokenised,overall_emotion,experience_overall
2006-05-08 00:00:00,8.0,5.0,2006.0,13:11:00,St. Tudwal's Islands,Mid-Wales,,the object looked like a black square hanging in the sky.,"['object', 'looked', 'black', 'square', 'hanging', 'sky']",sadness,Negative
2006-05-16 00:00:00,16.0,5.0,2006.0,19:41:00,Hastings,East Sussex,,two witnesses thought that they saw an alien outside their kitchen window.,"['two', 'witnesses', 'thought', 'alien', 'outside', 'kitchen', 'window']",anticipation,Negative
2006-05-20 00:00:00,20.0,5.0,2006.0,22:00:00,East Dereham,Norfolk,,orange lights were seen. they appeared to be in formation and travelling quite slowly.,"['orange', 'lights', 'seen', 'appeared', 'formation', 'travelling', 'quite', 'slowly']",anger,Negative
2006-06-03 00:00:00,3.0,6.0,2006.0,17:05:00,Maidstone,Kent,,"a large, round, white object, with smaller, round white objects randomly scattered surrounding it. the objects started to fade.","['large', 'round', 'white', 'object', 'smaller', 'round', 'white', 'objects', 'randomly', 'scattered', 'surrounding', 'objects', 'started', 'fade']",anticipation,Positive
2006-06-05 00:00:00,5.0,6.0,2006.0,22:12:00,Haydock,Merseyside,,"the ball of light looked like a sphere on fire. like a comet with no tail. it had a circular light glowing in front of it, that was orange/yellow.","['ball', 'light', 'looked', 'sphere', 'fire', 'comet', 'tail', 'circular', 'light', 'glowing', 'front', 'orange/yellow']",anticipation,Positive
2006-06-08 00:00:00,8.0,6.0,2006.0,19:00:00,Banbury,Oxon,,"looked like a structured object, and it glinted like metal.","['looked', 'structured', 'object', 'glinted', 'metal']",anger,Negative
2006-06-17 00:00:00,17.0,6.0,2006.0,21:45:00,Broadstairs,Kent,,"five orange balls of light, going over one at a time, at about 10-15 minute intervals.","['five', 'orange', 'balls', 'light', 'going', 'one', 'time', '10-15', 'minute', 'intervals']",anticipation,Negative
2006-06-17 00:00:00,17.0,6.0,2006.0,23:30:00,St Annes,Lancashire,,nine objects. bright orange lights.,"['nine', 'objects', 'bright', 'orange', 'lights']",anger,Negative
2006-06-18 00:00:00,18.0,6.0,2006.0,18:45:00,Macclesfield,Cheshire,,"a spinning object, which appeared to have a triangular shaped part on either side of it. was a grey metallic colour, almost dull.","['spinning', 'object', 'appeared', 'triangular', 'shaped', 'part', 'either', 'side', 'grey', 'metallic', 'colour', 'almost', 'dull']",sadness,Negative
2006-06-26 00:00:00,26.0,6.0,2006.0,23:30:00,Lavenham,Suffolk,,a ufo sighting.,['sighting'],anger,Negative
2006-07-04 00:00:00,4.0,7.0,2006.0,22:00:00,Locherbridges,Dumfries,,"dome shaped static object, with lights running up and down the dome, with another light swaying to and fro beneath.","['dome', 'shaped', 'static', 'object', 'lights', 'running', 'dome', 'another', 'light', 'swaying', 'fro', 'beneath']",anger,Positive
2006-07-15 00:00:00,15.0,7.0,2006.0,18:00:00,Chorlton,Manchester,,three silver dots/craft were seen very high up in the sky.,"['three', 'silver', 'dots/craft', 'seen', 'high', 'sky']",anger,Positive
2006-07-17 00:00:00,17.0,7.0,2006.0,02:00:00,Marlborough,Devon,,"two round, stationary, slightly oval lights were seen. a third light kept arcing between the other two oval lights, and lit up the sky.","['two', 'round', 'stationary', 'slightly', 'oval', 'lights', 'seen', 'third', 'light', 'kept', 'arcing', 'two', 'oval', 'lights', 'lit', 'sky']",anger,Positive
2006-07-18 00:00:00,18.0,7.0,2006.0,16:15:00,Stevenage,Bedfordshire,,"the object was oblong shape, and was also described as looking a bit like a scooter.","['object', 'oblong', 'shape', 'also', 'described', 'looking', 'bit', 'scooter']",anger,Positive
2006-07-18 00:00:00,18.0,7.0,2006.0,21:00:00,Bispham,Lancashire,,a row of red lights that were a zig zag shape. also there were five to seven dim lights.,"['row', 'red', 'lights', 'zig', 'zag', 'shape', 'also', 'five', 'seven', 'dim', 'lights']",anger,Negative
2006-07-20 00:00:00,20.0,7.0,2006.0,23:45:00,Johnstone,Paisley,,"one pure-orange object, that was spherical. the size of a street light.","['one', 'pure-orange', 'object', 'spherical', 'size', 'street', 'light']",anger,Negative
2006-07-29 00:00:00,29.0,7.0,2006.0,22:40:00,Seaham,County Durham,,nine balls of orange light were seen. they were following each other and were drifting northwards. they were visible for about five minutes.,"['nine', 'balls', 'orange', 'light', 'seen', 'following', 'drifting', 'northwards', 'visible', 'five', 'minutes']",anger,Negative
2006-07-29 00:00:00,29.0,7.0,2006.0,22:00:00,Seaham,County Durham,Police Officer,"six yellow/orange lights were seen, travelling in a line/slightly staggered, from south to north.","['six', 'yellow/orange', 'lights', 'seen', 'travelling', 'line/slightly', 'staggered', 'south', 'north']",surprise,Negative
2006-08-05 00:00:00,5.0,8.0,2006.0,21:30:00,Enfield,Middlesex,,"13 'orb' like objects in the sky. they were orange in colour. they were darting about in different directions, before shooting straight up.","['13', ""'orb"", 'objects', 'sky', 'orange', 'colour', 'darting', 'different', 'directions', 'shooting', 'straight']",fear,Negative
2006-08-09 00:00:00,9.0,8.0,2006.0,22:15:00,Waterlooville,Hampshire,,a strange object was seen. it was orange in colour.,"['strange', 'object', 'seen', 'orange', 'colour']",anger,Negative
2006-08-27 00:00:00,27.0,8.0,2006.0,21:30:00,Herne Bay,Kent,,eight yellow/orange spheres that looked like they had flames coming out of the back of them.,"['eight', 'yellow/orange', 'spheres', 'looked', 'flames', 'coming', 'back']",anger,Negative
2006-09-09 00:00:00,9.0,9.0,2006.0,22:00:00,Oldbury,Greater Manchester,,"five lights/orange fire balls were seen. they were flying in formation. they seemed to hover, before one vanished.","['five', 'lights/orange', 'fire', 'balls', 'seen', 'flying', 'formation', 'seemed', 'hover', 'one', 'vanished']",fear,Negative
2006-09-09 00:00:00,9.0,9.0,2006.0,22:30:00,Basildon,Essex,,large lights static in the sky.,"['large', 'lights', 'static', 'sky']",anger,Positive
2006-09-09 00:00:00,9.0,9.0,2006.0,21:00:00,Stamford Hill,London,,there was a massive bang and then two large fire balls were seen moving from east to west. they were very bright.,"['massive', 'bang', 'two', 'large', 'fire', 'balls', 'seen', 'moving', 'east', 'west', 'bright']",fear,Negative
2006-09-09 00:00:00,9.0,9.0,2006.0,21:03:00,Irlham,Greater Manchester,,"there was a circular orange ball with an aura around it. was low in the sky, then increased in height and was very fast.","['circular', 'orange', 'ball', 'aura', 'around', 'low', 'sky', 'increased', 'height', 'fast']",anger,Positive
2006-09-13 00:00:00,13.0,9.0,2006.0,21:45:00,Whitehaven,Cumbria,,"a triangular object with lights. one green, one red and the other two amber. there was a strange droning noise as it passed overhead.","['triangular', 'object', 'lights', 'one', 'green', 'one', 'red', 'two', 'amber', 'strange', 'droning', 'noise', 'passed', 'overhead']",joy,Negative
2006-09-14 00:00:00,14.0,9.0,2006.0,23:05:00,Kettering,Northants,,"a triangle shaped object that had lights on that looked similar to a helicopter. there was one white, one green and one red light.","['triangle', 'shaped', 'object', 'lights', 'looked', 'similar', 'helicopter', 'one', 'white', 'one', 'green', 'one', 'red', 'light']",joy,Positive
2006-09-18 00:00:00,18.0,9.0,2006.0,05:00:00,Loch Creran,Argyll,,"slim, flat object like a plate, or pencil, lengthways. circular light at either end and bigger in the centre. stationary for 1-2 minutes.","['slim', 'flat', 'object', 'plate', 'pencil', 'lengthways', 'circular', 'light', 'either', 'end', 'bigger', 'centre', 'stationary', '1-2', 'minutes']",anger,Positive
2006-09-22 00:00:00,22.0,9.0,2006.0,20:00:00,White Roding/Dunmow,Essex,,hundreds of glowing lights moving north east in a line formation. they were moving in rows of three.,"['hundreds', 'glowing', 'lights', 'moving', 'north', 'east', 'line', 'formation', 'moving', 'rows', 'three']",anger,Negative
2006-10-14 00:00:00,14.0,10.0,2006.0,17:30:00,Sunderland,Tyne & Wear,,a silver pyramid that was rotating at a low speed and off centre.,"['silver', 'pyramid', 'rotating', 'low', 'speed', 'centre']",anger,Negative
2006-10-31 00:00:00,31.0,10.0,2006.0,21:30:00,Hetton-Le-Hole,Tyne & Wear,,"a black triangular ufo was seen, with three lights on it.","['black', 'triangular', 'seen', 'three', 'lights']",sadness,Negative
2006-11-01 00:00:00,1.0,11.0,2006.0,19:30:00,Ayr,Ayrshire,,"a light, way above, in the sky. moved in a zig zag across the sky.","['light', 'way', 'sky', 'moved', 'zig', 'zag', 'across', 'sky']",anger,Positive
2006-11-02 00:00:00,2.0,11.0,2006.0,20:10:00,Huntingdon,Cambridgeshire,,lights that were a really dull yellow. the lights looked like they were interacting with each other.,"['lights', 'really', 'dull', 'yellow', 'lights', 'looked', 'interacting']",sadness,Negative
2006-11-02 00:00:00,2.0,11.0,2006.0,20:30:00,Spalding,Lincolnshire,,"there were about ten orange lights in the sky, and they were moving around in formation.","['ten', 'orange', 'lights', 'sky', 'moving', 'around', 'formation']",anger,Positive
2006-11-03 00:00:00,3.0,11.0,2006.0,14:00:00,Camsham,Somerset,,"three silver spheres like stars, that were very shiny and shone in the sun.","['three', 'silver', 'spheres', 'stars', 'shiny', 'shone', 'sun']",anticipation,Positive
2006-11-03 00:00:00,3.0,11.0,2006.0,22:30:00,Potters Bar,Hertfordshire,,"saw the underside of a circular, hovering object. it had a bright light that was visible. the object was humming.","['underside', 'circular', 'hovering', 'object', 'bright', 'light', 'visible', 'object', 'humming']",anger,Negative
2006-11-04 00:00:00,4.0,11.0,2006.0,21:30:00,Walworth,London,,a line of four orange lights. they were travelling at speed and quite close together.,"['line', 'four', 'orange', 'lights', 'travelling', 'speed', 'quite', 'close', 'together']",anger,Negative
2006-11-06 00:00:00,6.0,11.0,2006.0,11:20:00,Peterborough,Cambridgeshire,,"something like shells, with pale pink in the middle, all flying the same speed in formation.","['something', 'shells', 'pale', 'pink', 'middle', 'flying', 'speed', 'formation']",anger,Negative
2006-11-12 00:00:00,12.0,11.0,2006.0,20:20:00,Petworth,West Sussex,,five dancing lights seen.,"['five', 'dancing', 'lights', 'seen']",anger,Negative
2006-11-25 00:00:00,25.0,11.0,2006.0,20:30:00,Newport,Shropshire,,"three sphere shaped, bright yellow/white lights seen on a clear night.","['three', 'sphere', 'shaped', 'bright', 'yellow/white', 'lights', 'seen', 'clear', 'night']",anger,Positive
2006-11-29 00:00:00,29.0,11.0,2006.0,00:50:00,Coatbridge,Glasgow,,"triangular object which changed to a round shape, then became elongated. had red lights on it. plus a blue circle around it.","['triangular', 'object', 'changed', 'round', 'shape', 'became', 'elongated', 'red', 'lights', 'plus', 'blue', 'circle', 'around']",sadness,Positive
2006-12-10 00:00:00,10.0,12.0,2006.0,14:00:00,Eastleigh Cotswolds,Hants,,metallic spinning object that had heat sources showing green.,"['metallic', 'spinning', 'object', 'heat', 'sources', 'showing', 'green']",joy,Positive
2006-12-11 00:00:00,11.0,12.0,2006.0,22:50:00,Stratford upon Avon,Warwickshire,,"saw something very unusual travelling across the sky, quite low.","['something', 'unusual', 'travelling', 'across', 'sky', 'quite', 'low']",anger,Negative
2006-12-17 00:00:00,17.0,12.0,2006.0,18:45:00,Cobham,Surrey,,white object moving from north to south. looked like the object was burning up. trail behind it that lasted a few seconds.,"['white', 'object', 'moving', 'north', 'south', 'looked', 'object', 'burning', 'trail', 'behind', 'lasted', 'seconds']",anticipation,Positive
2006-12-31 00:00:00,31.0,12.0,2006.0,19:15:00,South Gorley,,,three orange lights were moving across the sky at the same speed and then another orange light came 10 seconds later.,"['three', 'orange', 'lights', 'moving', 'across', 'sky', 'speed', 'another', 'orange', 'light', 'came', '10', 'seconds', 'later']",anger,Positive
2006-12-31 00:00:00,31.0,12.0,2006.0,20:55:00,Maidstone,Kent,,"ufo, lights - so many different ones.","['lights', 'many', 'different', 'ones']",anger,Negative
2007-01-16 00:00:00,16.0,1.0,2007.0,20:45:00,Llanpumsaint,Carmarthenshire,,"ball of light that faded away, then came back again. orange ball was near the car.
three red lights were seen moving clockwise.","['ball', 'light', 'faded', 'away', 'came', 'back', 'orange', 'ball', 'near', 'car', 'three', 'red', 'lights', 'seen', 'moving', 'clockwise']",anger,Negative
2007-02-01 00:00:00,1.0,2.0,2007.0,17:25:00,Archway/Islington,London,,"twelve - fifteen orange balls of light seen moving across the sky. moved upwards,
then faded away.","['twelve', 'fifteen', 'orange', 'balls', 'light', 'seen', 'moving', 'across', 'sky', 'moved', 'upwards', 'faded', 'away']",anger,Negative
2007-03-03 00:00:00,3.0,3.0,2007.0,22:29:00,Long Eaton,Nottinghamshire,,"a curved, diamond shaped object, passed over the witnesses head, going north. it
was travelling very fast.","['curved', 'diamond', 'shaped', 'object', 'passed', 'witnesses', 'head', 'going', 'north', 'travelling', 'fast']",joy,Positive
2007-03-14 00:00:00,14.0,3.0,2007.0,19:00:00,Idridgehay,Derbyshire,,a very bright light.,"['bright', 'light']",anger,Negative
2007-03-21 00:00:00,21.0,3.0,2007.0,19:30:00,Wirksworth,Derbyshire,,"looked like three small aircraft. they were totally still in the sky. they were very
white.","['looked', 'three', 'small', 'aircraft', 'totally', 'still', 'sky', 'white']",anticipation,Positive
2007-03-29 00:00:00,29.0,3.0,2007.0,11:25:00,Lincoln,Lincolnshire,,"two objects, with very bright lights. they were moving too slow to be aircraft.","['two', 'objects', 'bright', 'lights', 'moving', 'slow', 'aircraft']",anger,Negative
2007-04-08 00:00:00,8.0,4.0,2007.0,00:11:00,Southampton,Hampshire,,"two distinctive lights, which were reddish in colour and were moving rapidly from
south west to north.","['two', 'distinctive', 'lights', 'reddish', 'colour', 'moving', 'rapidly', 'south', 'west', 'north']",surprise,Negative
2007-04-09 00:00:00,9.0,4.0,2007.0,21:00:00,Skegness,Lincolnshire,,"there was a dark silhouette/figure/thing quite low in the sky. it seemed quite flat,
and the edges seemed to curve downwards, slightly.","['dark', 'silhouette/figure/thing', 'quite', 'low', 'sky', 'seemed', 'quite', 'flat', 'edges', 'seemed', 'curve', 'downwards', 'slightly']",sadness,Negative
2007-04-12 00:00:00,12.0,4.0,2007.0,20:30:00,Duxford,Cambridgeshire,,"fifty objects, each with a single orange light. they gathered, before ascending
directly upwards.","['fifty', 'objects', 'single', 'orange', 'light', 'gathered', 'ascending', 'directly', 'upwards']",anger,Negative
2007-04-13 00:00:00,13.0,4.0,2007.0,21:46:00,Forress/Moray,,,"very bright light, (much brighter than a star), with rays radiating outwards. object
was stationary.","['bright', 'light', 'much', 'brighter', 'star', 'rays', 'radiating', 'outwards', 'object', 'stationary']",anticipation,Positive
2007-04-14 00:00:00,14.0,4.0,2007.0,06:30:00,Liverpool,Merseyside,,"a red, pipe like object. it was seen for about 10-15 seconds, very close to the
plane. it then disappeared into the clouds.","['red', 'pipe', 'object', 'seen', '10-15', 'seconds', 'close', 'plane', 'disappeared', 'clouds']",fear,Negative
2007-04-17 00:00:00,17.0,4.0,2007.0,21:20:00,Glasgow,S'clyde,,"five orange/red glows were seen in the sky. they were moving quite fast. they
were in formation and then parted and disappeared.","['five', 'orange/red', 'glows', 'seen', 'sky', 'moving', 'quite', 'fast', 'formation', 'parted', 'disappeared']",anticipation,Positive
2007-04-17 00:00:00,17.0,4.0,2007.0,02:45:00,Stafford,Staffordshire,,"a flying saucer with lights on it. it changed from a saucer shape to a star shape
and then disappeared.","['flying', 'saucer', 'lights', 'changed', 'saucer', 'shape', 'star', 'shape', 'disappeared']",anticipation,Positive
2007-04-20 00:00:00,20.0,4.0,2007.0,21:30:00,Bexley,Kent,,there were over fifty lights floating in the sky. they were red/orange in colour.,"['fifty', 'lights', 'floating', 'sky', 'red/orange', 'colour']",anger,Positive
2007-04-21 00:00:00,21.0,4.0,2007.0,09:27:00,Bury St Edmonds,Suffolk,,"four, black sphere shaped objects flying through the sky.","['four', 'black', 'sphere', 'shaped', 'objects', 'flying', 'sky']",sadness,Positive
2007-04-23 00:00:00,23.0,4.0,2007.0,14:09:00,In the air nr Alderney,Channel Islands,"Two Pilots, different planes","first object was bright orange/yellow. there was a gap in light or darker area.
second object was identical.","['first', 'object', 'bright', 'orange/yellow', 'gap', 'light', 'darker', 'area', 'second', 'object', 'identical']",anger,Negative
2007-05-01 00:00:00,1.0,5.0,2007.0,15:55:00,Leicester,Leicestershire,,"tear shaped object, that was black in colour. the object was travelling fast and left
what sounded like a rocket sound behind it.","['tear', 'shaped', 'object', 'black', 'colour', 'object', 'travelling', 'fast', 'left', 'sounded', 'rocket', 'sound', 'behind']",anger,Negative
2007-05-21 00:00:00,21.0,5.0,2007.0,22:00:00,Parley Cross/Bournemouth,East Sussex,,"bright orange lights were seen. the lights seemed to split up and go in different
directions. then they silently all disappeared.","['bright', 'orange', 'lights', 'seen', 'lights', 'seemed', 'split', 'go', 'different', 'directions', 'silently', 'disappeared']",fear,Negative
2007-05-26 00:00:00,26.0,5.0,2007.0,22:30:00,Ewhurst,Surrey,,"a red light flew past the back of the witnesses house and was making a pop, pop,
popping sort of noise. it was brightly lit.","['red', 'light', 'flew', 'past', 'back', 'witnesses', 'house', 'making', 'pop', 'pop', 'popping', 'sort', 'noise', 'brightly', 'lit']",surprise,Negative
2007-05-27 00:00:00,27.0,5.0,2007.0,23:27:00,Wandsworth,London,,"red light in the sky, moving over the top of the witnesses house.","['red', 'light', 'sky', 'moving', 'top', 'witnesses', 'house']",anticipation,Positive
2007-05-29 00:00:00,29.0,5.0,2007.0,23:45:00,Pontrobert/Meiford,Powys,,"triangular shaped object. about 100ft high/large. bright green and blue. a second
object appeared and it had pink pulsating lights.","['triangular', 'shaped', 'object', '100ft', 'high/large', 'bright', 'green', 'blue', 'second', 'object', 'appeared', 'pink', 'pulsating', 'lights']",joy,Positive
2007-06-02 00:00:00,2.0,6.0,2007.0,10:26:00,Stanwell Village/Staines,Middlesex,,"a star shaped object, that did not move for 10-15 minutes.","['star', 'shaped', 'object', 'move', '10-15', 'minutes']",anticipation,Positive
2007-06-09 00:00:00,9.0,6.0,2007.0,23:00:00,Ilminster,Somerset,,"a strange object, that was like an unusual star. it was glowing red and then turned
into a silver ball. it had a circular light around it.","['strange', 'object', 'unusual', 'star', 'glowing', 'red', 'turned', 'silver', 'ball', 'circular', 'light', 'around']",anticipation,Positive
2007-06-18 00:00:00,18.0,6.0,2007.0,18:00:00,Southampton,Hampshire,,"there was an object adjacent to the moon, and was twice the brightness. the
object was stationary and looked to be 30,000 ft up.","['object', 'adjacent', 'moon', 'twice', 'brightness', 'object', 'stationary', 'looked', '30,000', 'ft']",anger,Negative
2007-06-21 00:00:00,21.0,6.0,2007.0,00:45:00,Stretton/Burton on Trent,Staffordshire,,"two glowing bright lights were moving across the sky, and then they disappeared
over the horizon. they appeared to be controlled.","['two', 'glowing', 'bright', 'lights', 'moving', 'across', 'sky', 'disappeared', 'horizon', 'appeared', 'controlled']",anticipation,Positive
2007-06-23 00:00:00,23.0,6.0,2007.0,22:45:00,Pilton,Devon,,"five lights were seen, that were followed by another fifteen lights, all moving in the
same direction and extinguishing in the same area.","['five', 'lights', 'seen', 'followed', 'another', 'fifteen', 'lights', 'moving', 'direction', 'extinguishing', 'area']",anger,Negative
2007-07-07 00:00:00,7.0,7.0,2007.0,23:15:00,Montford Bridge/Shrewsbury,Shropshire,,there was a convoy of white lights moving along the river bank. they were silent.,"['convoy', 'white', 'lights', 'moving', 'along', 'river', 'bank', 'silent']",anticipation,Positive
2007-07-14 00:00:00,14.0,7.0,2007.0,23:00:00,Dollar,Clackmananshire,,"four bright lights moving quickly towards people that were observing them. the
objects gradually came together and then moved apart.","['four', 'bright', 'lights', 'moving', 'quickly', 'towards', 'people', 'observing', 'objects', 'gradually', 'came', 'together', 'moved', 'apart']",anticipation,Negative
2007-07-21 00:00:00,21.0,7.0,2007.0,23:35:00,Polgate,East Sussex,,"strange, bright red lights were seen. they were stationary for about fifteen to
twenty minutes.","['strange', 'bright', 'red', 'lights', 'seen', 'stationary', 'fifteen', 'twenty', 'minutes']",anger,Negative
2007-07-24 00:00:00,24.0,7.0,2007.0,21:30:00,Lynton,North Devon,,a ball of fire was seen. no tail. it was moving from west to east.,"['ball', 'fire', 'seen', 'tail', 'moving', 'west', 'east']",fear,Negative
2007-07-30 00:00:00,30.0,7.0,2007.0,23:35:00,East Finchley,London,,"three bright lights were hovering and moving to the left and then to the right very
fast. one was stationary and looked like a flare.","['three', 'bright', 'lights', 'hovering', 'moving', 'left', 'right', 'fast', 'one', 'stationary', 'looked', 'flare']",anger,Negative
2007-07-31 00:00:00,31.0,7.0,2007.0,23:58:00,Batley,West Yorkshire,,an object was seen.,"['object', 'seen']",anger,Negative
2007-08-04 00:00:00,4.0,8.0,2007.0,22:45:00,Sheffield,South Yorkshire,,"two strange objects, followed by three others. they were bright and fire coloured.
were spinning and moving very fast across the sky.","['two', 'strange', 'objects', 'followed', 'three', 'others', 'bright', 'fire', 'coloured', 'spinning', 'moving', 'fast', 'across', 'sky']",fear,Positive
2007-08-06 00:00:00,6.0,8.0,2007.0,10:10:00,Hemel Hempstead,Hertfordshire,,"three, bright orange lights were seen in the sky.","['three', 'bright', 'orange', 'lights', 'seen', 'sky']",anger,Positive
2007-08-07 00:00:00,7.0,8.0,2007.0,23:07:00,Wakefield,West Yorkshire,,"an elongated triangular shaped object, with rounded corners. it had a sort of satin
finish, charcoal grey colour. very large and moving fast.","['elongated', 'triangular', 'shaped', 'object', 'rounded', 'corners', 'sort', 'satin', 'finish', 'charcoal', 'grey', 'colour', 'large', 'moving', 'fast']",anger,Positive
2007-08-07 00:00:00,7.0,8.0,2007.0,21:00:00,Buxted,East Sussex,,"a fast moving, bright object was seen, moving from south to north east.","['fast', 'moving', 'bright', 'object', 'seen', 'moving', 'south', 'north', 'east']",anger,Negative
2007-08-08 00:00:00,8.0,8.0,2007.0,02:00:00,Castleton,Derbyshire,,there was an object moving vertically towards the ground. it had lights around it.,"['object', 'moving', 'vertically', 'towards', 'ground', 'lights', 'around']",anger,Negative
2007-08-10 00:00:00,10.0,8.0,2007.0,22:45:00,Basingstoke,Hampshire,,"a single orange light as bright as venus, was moving at aircraft speed across the
sky. the object then hovered and flickered like a flame.","['single', 'orange', 'light', 'bright', 'venus', 'moving', 'aircraft', 'speed', 'across', 'sky', 'object', 'hovered', 'flickered', 'flame']",anger,Positive
2007-08-11 00:00:00,11.0,8.0,2007.0,22:00:00,Brighton,East Sussex,,"a bright orange sphere was seen. it shot off quite fast and then disappeared and then reappeared a few minutes later, back to its original position.","['bright', 'orange', 'sphere', 'seen', 'shot', 'quite', 'fast', 'disappeared', 'reappeared', 'minutes', 'later', 'back', 'original', 'position']",fear,Negative
2007-08-13 00:00:00,13.0,8.0,2007.0,22:45:00,Houghton Le Spring,County Durham,,"there were two objects of the same brightness. they were slow, erratic, changing
direction and suddenly slowing and stopping.","['two', 'objects', 'brightness', 'slow', 'erratic', 'changing', 'direction', 'suddenly', 'slowing', 'stopping']",surprise,Negative
2007-08-17 00:00:00,17.0,8.0,2007.0,22:00:00,Blairgowrie,Perthshire,,lights in the sky.,"['lights', 'sky']",anger,Positive
2007-08-24 00:00:00,24.0,8.0,2007.0,21:20:00,Matlock,Derbyshire,,a ufo was seen.,['seen'],anger,Negative
2007-08-26 00:00:00,26.0,8.0,2007.0,22:53:00,Chelmsford,Essex,,"five, bright orange lights in the sky, equally spaced, forming a diagonal line. they
were moving up and down and to the left and right.","['five', 'bright', 'orange', 'lights', 'sky', 'equally', 'spaced', 'forming', 'diagonal', 'line', 'moving', 'left', 'right']",anger,Positive
2007-08-31 00:00:00,31.0,8.0,2007.0,22:18:00,Dunkeld,Perthshire,,orange lights seen in the sky.,"['orange', 'lights', 'seen', 'sky']",anger,Positive
2007-08-31 00:00:00,31.0,8.0,2007.0,22:19:00,Dunkeld,Perthshire,,a number of orange lights in the sky. they were very low and fast in the sky.,"['number', 'orange', 'lights', 'sky', 'low', 'fast', 'sky']",anger,Positive
2007-09-01 00:00:00,1.0,9.0,2007.0,21:00:00,Alton,Hampshire,,"seventeen objects were seen. they looked round, (totally circular) and solid and
were a bright orange colour. they were in an elongated shape.","['seventeen', 'objects', 'seen', 'looked', 'round', 'totally', 'circular', 'solid', 'bright', 'orange', 'colour', 'elongated', 'shape']",anger,Positive
2007-09-01 00:00:00,1.0,9.0,2007.0,22:30:00,Silver Bay/Rhoscolyn,Isle of Anglesey,,"the object looked like a brightly coloured aircraft. the object was moving quite
fast.","['object', 'looked', 'brightly', 'coloured', 'aircraft', 'object', 'moving', 'quite', 'fast']",anger,Negative
2007-09-01 00:00:00,1.0,9.0,2007.0,21:00:00,Hillmorton/Rugby,Warwickshire,,"six, strange lights which were yellow, but had orange in the centre. they were moving in a staggered formation across the sky, below the cloud base.","['six', 'strange', 'lights', 'yellow', 'orange', 'centre', 'moving', 'staggered', 'formation', 'across', 'sky', 'cloud', 'base']",surprise,Positive
2007-09-03 00:00:00,3.0,9.0,2007.0,22:00:00,Denton/Grantham,Lincolnshire,,"a cigar shaped object, with flashing lights. it was hovering.","['cigar', 'shaped', 'object', 'flashing', 'lights', 'hovering']",anger,Positive
2007-09-04 00:00:00,4.0,9.0,2007.0,22:50:00,East Finchley,London,,a ufo flared and then vanished.,"['flared', 'vanished']",surprise,Negative
2007-09-05 00:00:00,5.0,9.0,2007.0,19:55:00,Wroughton/Nr Swindon,Wiltshire,,it was a bit like something re-entering orbit.,"['bit', 'something', 're-entering', 'orbit']",anger,Negative
2007-09-05 00:00:00,5.0,9.0,2007.0,19:40:00,Wootton Bassett,Wiltshire,,"one object, like a small aircraft. it was arc shaped. there was also 10-12 white
lights. there was constant movement from the object.","['one', 'object', 'small', 'aircraft', 'arc', 'shaped', 'also', '10-12', 'white', 'lights', 'constant', 'movement', 'object']",anticipation,Positive
2007-09-09 00:00:00,9.0,9.0,2007.0,01:30:00,Bath,Somerset,,"the object looked like a low flying cloud, but there was a light flashing on it. the object was moving at a 100ft above ground level, and slowly across the sky.","['object', 'looked', 'low', 'flying', 'cloud', 'light', 'flashing', 'object', 'moving', '100ft', 'ground', 'level', 'slowly', 'across', 'sky']",anger,Positive
2007-09-12 00:00:00,12.0,9.0,2007.0,17:30:00,Hinckley,Leicestershire,,"a large object was moving fast and low over the 'perimeter road' on the outskirts of
hinckley.","['large', 'object', 'moving', 'fast', 'low', ""'perimeter"", 'road', 'outskirts', 'hinckley']",anger,Negative
2007-09-15 00:00:00,15.0,9.0,2007.0,20:47:00,Stone Bay area/Broadstairs,Kent,,"an unusual sighting of six orange/red, glowing lights, flying in a linear formation.
were flying at normal helicopter height/speed, but were silent.","['unusual', 'sighting', 'six', 'orange/red', 'glowing', 'lights', 'flying', 'linear', 'formation', 'flying', 'normal', 'helicopter', 'height/speed', 'silent']",anticipation,Positive
2007-09-20 00:00:00,20.0,9.0,2007.0,23:45:00,Camden,London,,"there were two large pairs of lights rushing towards each other consistently, over a
large area in the sky over camden.","['two', 'large', 'pairs', 'lights', 'rushing', 'towards', 'consistently', 'large', 'area', 'sky', 'camden']",anger,Positive
2007-09-22 00:00:00,22.0,9.0,2007.0,09:10:00,Mossley,Lancashire,,a ufo was seen.,['seen'],anger,Negative
2007-09-30 00:00:00,30.0,9.0,2007.0,21:45:00,Stoke-on-Trent,Staffordshire,,five objects were seen travelling at speed across the sky.,"['five', 'objects', 'seen', 'travelling', 'speed', 'across', 'sky']",anger,Positive
2007-10-06 00:00:00,6.0,10.0,2007.0,21:30:00,Uckfield,East Sussex,,"sixty orange glowing lights were seen, going across the sky in a trail. they were
moving quite slowly.","['sixty', 'orange', 'glowing', 'lights', 'seen', 'going', 'across', 'sky', 'trail', 'moving', 'quite', 'slowly']",anticipation,Positive
2007-10-06 00:00:00,6.0,10.0,2007.0,22:00:00,Trowbridge,Wiltshire,,"a bright, white light was seen, like a flash and a brightness in the sky. then 20, orange flickering lights appeared. they then faded and disappeared.","['bright', 'white', 'light', 'seen', 'flash', 'brightness', 'sky', '20', 'orange', 'flickering', 'lights', 'appeared', 'faded', 'disappeared']",anticipation,Positive
